X,Y,OBJECTID,Project_ID,Project_Name,Project_Street_Number,Project_Street_Name,Project_Street_Suffix,Project_Zip_Code,Neighborhood,Project_Record_Type,Project_Status,Filed_Date,BPDA_Board_Approval,First_Building_Permit,COO_Permit_Date,Last_Project_Update_Date,Gross_Square_Footage,Description,Website_URL,Lat,Lon,Gross_Floor_Area,RnD_sqft,Shape
773860.344269216,2953194.11880356,21481,1078,Parcel P-7a,240,Tremont,Street,2116,Downtown,Large Project,Construction Complete,2006/11/14 00:00:00+00,2015/07/16 00:00:00+00,2017/01/09 00:00:00+00,2019/09/19 00:00:00+00,,125000,"Proposal calls for the construction of a 23-story, 125,000sf, 346 room micro hotel and the installation of a three-story digital/fixed advertising signage.",http://www.bostonplans.org/Projects/Development-Projects/Parcel-P-7a,42.3509,-71.0646,125000,0,
774082.741462216,2951992.6422039,21482,1079,Boston Chinese Evangelical Church Parcel A,0,Washington,Street,2111,South Boston Waterfront,Large Project,Construction Complete,,2008/11/13 00:00:00+00,,,2015/03/12 00:00:00+00,81600,"A new construction of a 4- story church structure on an approximately 12,193 square foot land, located at the corner of Washington Street and Marginal Road in the South Cove Urban Renewal Area.",,42.3476,-71.0638,0,0,
768100.494568467,2948063.45452423,21483,108,10 Coventry Street Rental Housing (NU Dorm),10,Coventry,Street,2119,Roxbury,Small Project,Construction Complete,,,,,,48000,Development includes a 63 rental unit project.,,42.3369,-71.086,48000,,
766603.004125133,2944594.18521605,21484,1081,Highland Park Phase II,,Dorr & Lambert,,,Roxbury,Small Project,Construction Complete,,,,,,15665,"Constructing 7 new residential buildings with 10 units for sale and one rental unit, also 11 parking spaces",,42.3274,-71.0916,15665,0,
760793.656163812,2943583.15311739,21485,1082,Mt. Pleasant Home,301,South Huntington,Avenue,2130,Jamaica Plain,Small Project,Construction Complete,2006/06/15 00:00:00+00,2006/07/20 00:00:00+00,2006/03/31 00:00:00+00,2012/07/31 00:00:00+00,,37460,"Mount Pleasant Homes expanded their present facility and increased their elderly bed count by 16 beds, bringing the number of assisted residents from 44 to 60.",,42.3247,-71.1131,36000,0,
770077.967647642,2947307.84087798,21486,1083,East Lenox St. & Washington St.,1876-1886,Washington,Street,2118,South End,Small Project,Construction Complete,2004/09/20 00:00:00+00,2004/12/04 00:00:00+00,,,,14500,"Caritas Communities to construct a four-story building with 25 affordable SRO units + one management residential unit,  retail space, common room, a laundry room, small property manage office  and 2 surface parking spaces.",,42.3348,-71.0787,14500,0,
771129.497696802,2953326.11197789,21487,1085,501 Boylston Street,501,Boylston,Street,,Back Bay,Large Project,Construction Complete,2004/07/15 00:00:00+00,2004/09/30 00:00:00+00,,,,90285,"Conversion of basement, ground floor and second floor from office to retail. 30 additional parking spaces in sub-basement.",,42.3513,-71.0747,97495,0,
768357.121351808,2945331.50296715,21488,1086,10 Roxbury Street,10,Roxbury,Street,2119,Roxbury,Small Project,Construction Complete,,,,,2019/11/09 00:00:00+00,5000,"Per ARHAR, project has 11 units including 2 affordables.

[As of June 2017, following description is incorrect & project status has been updated from Inactive to Construction Complete:]

4 units of artist mixed-use with ground floor retail in a vacant parcel right in Dudley Square.  Artist Mixed-Use requirements will apply.",,42.3294,-71.0851,5000,0,
775669.335401893,2953604.29514857,21489,1087,Lincoln Plaza,2-Jan,Lincoln,Street,2111,Leather District,Large Project,Construction Complete,2004/05/01 00:00:00+00,2004/06/24 00:00:00+00,,,,227000,"Rehab of One and Two Lincoln Plaza.  Retain 119,000 SF Office and convert remaining SF to 87 cond units (11 affordable).",,42.352,-71.0579,227000,0,
777515.64502947,2941770.04814781,21490,109,Harborpoint Marketplace - Phase I,25,Morrissey,Blvd,2125,Dorchester,Large Project,Construction Complete,,1999/11/10 00:00:00+00,,,,110600,Proposed development of retail complex with 509 parking spaces. Phase I has been completed and Phase II has completed site clearance.,,42.3195,-71.0513,160000,,
772452.623659477,2937516.63637906,21491,1090,Bowdoin Geneva III Housing Initiative,28,Richfield,Street,,Dorchester,Small Project,Construction Complete,,2004/12/02 00:00:00+00,,,,35000,"Project inludes 35,000sf residential development in conjuction with Bowdoin Geneva III Housing Initiative.",,42.3079,-71.0701,35000,0,
760406.959430635,2939390.51747382,21492,1091,655 Centre Street (Post Office),655,Centre,Street,,Jamaica Plain,Small Project,Construction Complete,2004/07/28 00:00:00+00,2004/09/30 00:00:00+00,,,,24200,proposes to demolish the existing one story building and construct a two story building for an expanded and modernized Post Office facility,,42.3132,-71.1146,24260,0,
777576.364396214,2961048.62113914,21493,1092,Pier 5 - Charlestown Navy Yard,2,Eighth,Street,2129,Charlestown,Large Project,Board Approved,2004/05/17 00:00:00+00,2006/07/20 00:00:00+00,,,2006/07/20 00:00:00+00,155500,"Developer is proposing 85 residential units on floors 2-5 and 10,000 square feet of Special Public Destination Facilities on the ground floor.  Project will include landscaping and improvements to Harborwalk around Pier 5.",,42.3724,-71.0507,155500,0,
772298.001593381,2946735.83021098,21494,1093,23 Bradston Street,23,Bradston,Street,,Dorchester,Small Project,Construction Complete,2004/07/30 00:00:00+00,2004/08/19 00:00:00+00,,,,65059,"The Property will be redeveloped into a small supermarket on the ground floor specializing in Asian American goods, a 400 seat restaurant on the second floor, and office areas on the third floor, and a garage structure accommodating up to 95 vehicles",,42.3332,-71.0705,17653,0,
769312.505923972,2949016.87912656,21495,1094,255 Northampton Street,255,Northampton,Street,2118,South End,Small Project,Construction Complete,2004/08/04 00:00:00+00,2004/09/07 00:00:00+00,,,,32500,Providing 25 residential loft-style condominium units of which two units will be affordable artist live-work units in a six story building and 18 parking spaces.,,42.3395,-71.0815,26956,0,
758990.576764718,2929471.84997523,21496,1098,Paradigm at Blakemore Project,,MBTA site at the corner of Florence/ Blakemore st.,,2131,Roslindale,Small Project,Construction Complete,2004/09/03 00:00:00+00,,,,,22000,Proposal includes 14 residential units.,,42.286,-71.12,22000,0,
767054.761751801,2929363.41646506,21497,1100,Woodrow Condominiums,250-258,Woodrow,Avenue,,Mattapan,Small Project,Construction Complete,2004/09/22 00:00:00+00,2005/02/03 00:00:00+00,,,,44724,A proposal to redevelop the existing self storage building and construct 23 residential units with 33 underground parking spaces.,,42.2856,-71.0902,44724,0,
771131.749004632,2936598.95547165,21498,1101,Beechwood Townhouses,22,Beechwood,Street,2121,Dorchester,Small Project,Construction Complete,2004/09/23 00:00:00+00,2000/11/02 00:00:00+00,,,,42420,"Proposal includes approximately 27,914 residential development with 26 parking spaces.",,42.3054,-71.075,27914,0,
779454.029604137,2948485.78340398,21499,1102,3 Dorchester Street - Phase II,3,Dorchester,Street,2127,South Boston,Small Project,Construction Complete,,2004/09/30 00:00:00+00,,,,34320,Project calls for the construction of twenty-two 3-bedrrom units.,,42.3379,-71.044,34320,0,
779846.379869297,2961024.24717215,21500,1105,80 Border Street - Atlantic Works,80,Border,Street,,East Boston,Small Project,Construction Complete,2004/10/29 00:00:00+00,2004/12/14 00:00:00+00,,,,28000,"Plans to renovate a four story building to house a day care facility, offices, and artist studio space with 17 parking spaces located at 80 Border Street in East Boston.",,42.3723,-71.0423,28000,0,
775396.589228228,2927910.86622056,21501,1106,429 Gallivan Blvd (Courtyard at Cedar Grove),429,Gallivan,Blvd,2124,Dorchester,Small Project,Construction Complete,2004/11/10 00:00:00+00,2005/01/20 00:00:00+00,,,,28280,"This project includes the development of 9 two-family structures, with 18 new units in total. All units will have 3 bedrooms. There are 36 on-site parking spaces included in the proposal, 30 of which are tandem spaces.",,42.2815,-71.0594,28280,0,
770565.370872304,2947164.48289698,21502,1107,Congregacion Leon de Juda Sanctuary,18-24,Reed,Street,,South End,Small Project,Construction Complete,2004/10/26 00:00:00+00,2004/12/04 00:00:00+00,,,,29000,"A proposal to construct a four story building to house a sanctuary, classrooms and offices with 17 enclosed parking spaces.",,42.3344,-71.0769,31323,0,
771729.463360384,2946878.74527948,21503,1108,Mallory Building,774,Albany,Street,2218,South End,Large Project,Prefile (Default),,,,,,69938,Rehabilitation of the Mallory Building into office and programming space for the Committee on Health for the Homeless.,,42.3336,-71.0726,69938,0,
772592.992801309,2931139.92111415,21504,1109,Latin Girls Academy Apartments,380,Talbot,Avenue,2124,Dorchester,Small Project,Construction Complete,,2006/07/20 00:00:00+00,2006/09/08 00:00:00+00,2008/05/01 00:00:00+00,,93000,Adaptive Re-Use of Gymnasium / Auditorium Building located at the former Latin Academy for Girls to create 36 units of mixed-income affordable housing.,,42.2904,-71.0697,40000,0,
778406.561226636,2942066.29296215,21505,111,Bayside Hotel,240,Mt Vernon,Street,,Dorchester,Large Project,Construction Complete,,1997/04/17 00:00:00+00,,,,99000,Proposed development of a new 200 room hotel to be located by the Bayside Exposition Center,,42.3203,-71.048,70000,,
774146.589431643,2928924.82810339,21506,1110,Ashmont Station TOD Development,1950,Dorchester,Avenue,2124,Dorchester,NPC,Construction Complete,2004/12/06 00:00:00+00,2005/11/14 00:00:00+00,,2010/08/30 00:00:00+00,,190000,"Redevelopment of the Ashmont T Station includes 111 units of mixed-income housing and approximately 30,000SF of retail space.",,42.2843,-71.064,190000,0,
771271.995115221,2946439.1454369,21507,1112,Crosstown Center Phase II,783,Massachusetts,Avenue,2118,Roxbury,Large Project,Construction Complete,,2001/09/13 00:00:00+00,,,,200000,"Crosstown Phase II consists of 25,000 GSF or retail and commercial space.",,42.3324,-71.0743,200000,0,
772240.174281225,2942107.32536039,21508,1114,Dudley Village,570,Dudley,Street,2125,Dorchester,Large Project,Construction Complete,2005/02/16 00:00:00+00,2005/04/28 00:00:00+00,,,,75590,"A mixed use residential development with approximately 50 residential units in three 4 story bldgs, 6,500 sq. ft. of commercial space with 59 parking spaces.",,42.3205,-71.0708,75590,0,
777014.450493798,2949675.48148389,21509,1115,125 B Street,125,B,Street,2127,South Boston,Small Project,Construction Complete,2004/12/03 00:00:00+00,2005/02/24 00:00:00+00,,,,22536,The project consisted of conversion of an existing office building into 16 units of residential condominiums with 24 parking spaces.,,42.3412,-71.053,22536,0,
772525.901400059,2949798.16693406,21510,1117,Penny Savings,1361-1375,Washington,Street,2118,South End,Small Project,Construction Complete,2004/12/21 00:00:00+00,2005/03/24 00:00:00+00,,,,45950,"Renovation and addition to the former Penny Savings Bank building to provide 23 condominium units of which two units are affordable, retail space and 26 parking spaces",,42.3416,-71.0696,45950,0,
776193.129629895,2941252.93271223,21511,1118,950 Dorchester Avenue,946-952,Dorchester,Avenue,,Dorchester,Small Project,Construction Complete,2004/12/28 00:00:00+00,2005/02/24 00:00:00+00,,,,30219,Rehabilitate brick structure and change occupancy to mixed comercial use (carpenter shop) and 13 residential units,,42.3181,-71.0562,29169,0,
774340.736353055,2954399.18988423,21512,112,Opera House,539,Washington,Street,,Downtown,Large Project,Construction Complete,1999/04/22 00:00:00+00,2000/05/18 00:00:00+00,,,,89221,"Historic renovation and redevelopment of the Boston Opera House as a working theater with 2,500 seats.  Awaiting resolution of pending litigation.",,42.3542,-71.0628,106250,,
768594.399092466,2941032.43479364,21513,1120,30 Hazelwood,30,Hazelwood,Street,2121,Roxbury,Small Project,Construction Complete,,,,,,1900,"Proponent is requesting that the director authorize an amendment to his LDA. The proponent plans on constructing two single homes, one on BRA deed restricted land while the other is on non-restricted land that the proponent ownes outright.",,42.3176,-71.0843,1900,0,
765056.012140393,2951510.93384972,21514,1122,Fenway Park Improvements,4,Yawkey,Way,,Fenway,Small Project,Construction Complete,2005/01/21 00:00:00+00,2005/02/24 00:00:00+00,,,,0,"renovation of existing .406 Club, remove glass, create two tiers and add 210 seats",,42.3464,-71.0972,0,0,
776745.977277473,2954484.52960856,21515,1124,Purchase Street Residences,175,Purchase,Street,,Downtown,Small Project,Construction Complete,,2005/02/24 00:00:00+00,,,,13200,"18 units, 21 parking spaces, and affordable housing contribution.  As-of-right project",,42.3544,-71.0539,13200,0,
770137.232292891,2940784.90772964,21516,1125,Kasanof Bakery - 233 Blue Hill Ave,233,Blue Hill,Avenue,2119,Roxbury,Large Project,Construction Complete,2005/07/01 00:00:00+00,2015/08/13 00:00:00+00,2017/04/06 00:00:00+00,2018/10/03 00:00:00+00,,138856,"A four-story, 48 unit apartment building with approximately 3,500 sf of retail and 16 homeownership units, for a total of 71 residential units and 78 parking spaces.",http://www.bostonplans.org/Projects/Development-Projects/Kasanof-Bakery-233-Blue-Hill-Ave,42.3169,-71.0786,138856,0,
773597.22406055,2935846.08000889,21517,1127,Mattapan Heights III,249,River,Street,2126,Mattapan,Large Project,Construction Complete,2005/02/25 00:00:00+00,2006/01/26 00:00:00+00,2006/12/08 00:00:00+00,2008/03/10 00:00:00+00,,197458,Construction of 73 affordable rental ubnits at 60%AMI.,,42.3033,-71.0659,240000,0,
749844.286330298,2929542.24156673,21518,1128,West Roxbury Post Office,1834-1840,Centre,Street,2132,West Roxbury,Small Project,Construction Complete,2005/02/28 00:00:00+00,,,,,17896,Redevelopment of Big League Bowling Alley building to create new West Roxbury Post Office Facility including post office boxes and retail lobby. As of right project that did not need BRA approval.,,42.2863,-71.1538,17896,0,
778299.200220883,2957225.92504439,21519,113,Boston Yacht Haven Marina,,Commercial,Wharf,2110,Downtown,Small Project,Construction Complete,,,,,,19000,"Proposed development of a new yacht club. Unauthorized building constructed over watersheet to house electrical transformers.  
Yacht club building completed",,42.3619,-71.0481,19000,,
771913.636220381,2942506.55290839,21520,1132,Community Hope,2,East Cottage / 550 Dorchester,Avenue,2127,Roxbury,Small Project,Construction Complete,,,,,,11000,This is a Chapter 121A project. Project Hope has developed a 4-story community center aimed at providing services to the families and youth of Roxbury and Dorchester.,,42.3216,-71.072,11000,0,
